,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
38,0021400801,1610612760,OKC,Oklahoma City,203460,Andre Roberson,G,,15,0.368,0.235,0.277,0.667,0.411,0.071,0.188,0.167
39,0021400801,1610612760,OKC,Oklahoma City,203956,Mitch McGary,,,17,0.5,0.483,0.301,0.417,0.569,0.414,0.28,0.462
40,0021400801,1610612742,DAL,Dallas,2199,Tyson Chandler,C,,33,0.358,0.134,0.131,0.25,0.446,0.246,0.217,0.514
41,0021400801,1610612742,DAL,Dallas,2210,Richard Jefferson,,,6,0.571,0.571,0.436,0.5,0.423,0.154,0.189,0.167
42,0021400801,1610612760,OKC,Oklahoma City,2555,Nick Collison,C,,25,0.413,0.154,0.228,0.517,0.406,0.083,0.133,0.138
43,0021400801,1610612742,DAL,Dallas,2734,Devin Harris,,,17,0.484,0.375,0.248,0.438,0.469,0.438,0.301,0.533
44,0021400802,1610612746,LAC,Los Angeles,101108,Chris Paul,G,,40,0.625,0.641,0.136,0.171,0.555,0.301,0.134,0.152
45,0021400802,1610612759,SAS,San Antonio,1495,Tim Duncan,F,,33,0.575,0.317,0.121,0.111,0.61,0.78,0.126,0.167
46,0021400802,1610612759,SAS,San Antonio,1938,Manu Ginobili,,,23,0.564,0.256,0.21,0.111,0.646,0.439,0.123,0.353
47,0021400802,1610612746,LAC,Los Angeles,200755,JJ Redick,G,,39,0.614,0.515,0.133,0.265,0.529,0.333,0.148,0.121
48,0021400802,1610612746,LAC,Los Angeles,201150,Spencer Hawes,F,,33,0.51,0.731,0.125,0.176,0.632,0.246,0.178,0.125
49,0021400802,1610612759,SAS,San Antonio,201158,Marco Belinelli,,,24,0.6,0.2,0.179,0.158,0.639,0.944,0.12,0.292
50,0021400802,1610612759,SAS,San Antonio,201168,Tiago Splitter,,,15,0.596,0.231,0.253,0.182,0.519,0.654,0.149,0.333
51,0021400802,1610612746,LAC,Los Angeles,201175,Glen Davis,,,16,0.667,0.593,0.121,0.385,0.389,0.259,0.176,0.133
52,0021400802,1610612746,LAC,Los Angeles,201599,DeAndre Jordan,C,,38,0.613,0.661,0.132,0.222,0.564,0.329,0.138,0.156
53,0021400802,1610612759,SAS,San Antonio,201980,Danny Green,G,,26,0.611,0.378,0.151,0.1,0.632,1.026,0.133,0.136
54,0021400802,1610612759,SAS,San Antonio,201988,Patty Mills,,,12,0.595,0.286,0.244,0.25,0.587,0.391,0.16,0.545
55,0021400802,1610612759,SAS,San Antonio,202695,Kawhi Leonard,F,,26,0.543,0.255,0.124,0.13,0.489,0.444,0.138,0.16
56,0021400802,1610612759,SAS,San Antonio,203382,Aron Baynes,C,,25,0.532,0.319,0.088,0.091,0.619,0.667,0.108,0.192
57,0021400802,1610612746,LAC,Los Angeles,2037,Jamal Crawford,,,30,0.667,1.089,0.105,0.28,0.604,0.226,0.202,0.13
58,0021400802,1610612746,LAC,Los Angeles,2045,Hedo Turkoglu,,,6,0.667,0.667,0.069,0.4,0.65,0.0,0.286,0.0
59,0021400802,1610612759,SAS,San Antonio,2225,Tony Parker,G,,34,0.563,0.238,0.107,0.107,0.602,0.722,0.118,0.125
60,0021400802,1610612746,LAC,Los Angeles,2440,Matt Barnes,F,,33,0.509,0.579,0.134,0.212,0.631,0.23,0.146,0.115
61,0021400802,1610612759,SAS,San Antonio,2564,Boris Diaw,,,16,0.577,0.231,0.253,0.154,0.617,0.567,0.11,0.385
62,0021400802,1610612759,SAS,San Antonio,2588,Matt Bonner,,,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63,0021400803,1610612753,ORL,Orlando,101112,Channing Frye,F,,17,0.559,0.059,0.115,0.308,0.5,0.296,0.154,0.2
64,0021400803,1610612740,NOP,New Orleans,201569,Eric Gordon,G,,37,0.452,0.385,0.162,0.138,0.529,0.058,0.111,0.226
65,0021400803,1610612740,NOP,New Orleans,201582,Alexis Ajinca,,,9,0.563,0.125,0.063,0.25,0.733,0.0,0.176,0.2
66,0021400803,1610612740,NOP,New Orleans,201583,Ryan Anderson,,,26,0.434,0.526,0.085,0.167,0.459,0.122,0.118,0.259
67,0021400803,1610612740,NOP,New Orleans,201600,Omer Asik,C,,20,0.5,0.286,0.213,0.143,0.608,0.0,0.079,0.143
68,0021400803,1610612740,NOP,New Orleans,201936,Tyreke Evans,G,,35,0.418,0.449,0.155,0.138,0.486,0.057,0.073,0.229
69,0021400803,1610612740,NOP,New Orleans,201967,Dante Cunningham,F,,17,0.542,0.25,0.221,0.182,0.583,0.0,0.097,0.154
70,0021400803,1610612740,NOP,New Orleans,202337,Luke Babbitt,,,9,0.533,0.4,0.064,0.333,0.531,0.0,0.063,0.143
71,0021400803,1610612740,NOP,New Orleans,202347,Quincy Pondexter,,,29,0.43,0.512,0.095,0.185,0.519,0.113,0.106,0.192
72,0021400803,1610612740,NOP,New Orleans,202690,Jimmer Fredette,,,15,0.458,0.333,0.075,0.2,0.538,0.154,0.144,0.286
73,0021400803,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,36,0.522,0.058,0.099,0.233,0.462,0.34,0.149,0.133
74,0021400803,1610612740,NOP,New Orleans,203076,Anthony Davis,F,,38,0.425,0.491,0.156,0.156,0.479,0.082,0.081,0.216
75,0021400803,1610612753,ORL,Orlando,203094,Andrew Nicholson,,,21,0.5,0.054,0.132,0.238,0.333,0.533,0.083,0.19
76,0021400803,1610612753,ORL,Orlando,203095,Evan Fournier,F,,38,0.527,0.055,0.082,0.235,0.398,0.37,0.16,0.152
77,0021400803,1610612753,ORL,Orlando,203124,Kyle O'Quinn,,,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
78,0021400803,1610612753,ORL,Orlando,203473,Dewayne Dedmon,,,19,0.529,0.114,0.054,0.105,0.519,0.444,0.17,0.231
79,0021400803,1610612740,NOP,New Orleans,203481,Jeff Withey,,,1,0.333,0.0,0.0,0.5,0.5,0.0,0.0,0.0
80,0021400803,1610612753,ORL,Orlando,203506,Victor Oladipo,G,,31,0.518,0.036,0.119,0.192,0.466,0.455,0.158,0.2
81,0021400803,1610612753,ORL,Orlando,203901,Elfrid Payton,G,,32,0.492,0.097,0.065,0.233,0.479,0.34,0.152,0.148
82,0021400803,1610612753,ORL,Orlando,203932,Aaron Gordon,,,6,0.542,0.0,0.083,0.167,0.545,0.545,0.079,0.333
83,0021400803,1610612753,ORL,Orlando,2557,Luke Ridnour,,,10,0.611,0.0,0.158,0.222,0.533,0.533,0.054,0.143
84,0021400803,1610612753,ORL,Orlando,2584,Willie Green,,,24,0.523,0.14,0.126,0.19,0.444,0.389,0.116,0.182
85,0021400804,1610612754,IND,Indiana,101133,Ian Mahinmi,,,20,0.676,0.324,0.16,0.154,0.456,0.235,0.23,0.235
86,0021400804,1610612754,IND,Indiana,101139,CJ Miles,G,,24,0.5,0.182,0.162,0.261,0.432,0.432,0.204,0.208
87,0021400804,1610612754,IND,Indiana,201155,Rodney Stuckey,,,26,0.648,0.341,0.177,0.235,0.435,0.326,0.239,0.308
88,0021400804,1610612754,IND,Indiana,201228,CJ Watson,,,21,0.649,0.297,0.149,0.143,0.444,0.222,0.236,0.211
89,0021400804,1610612754,IND,Indiana,201579,Roy Hibbert,C,,21,0.462,0.231,0.14,0.273,0.414,0.543,0.158,0.25
90,0021400804,1610612755,PHI,Philadelphia,201580,JaVale McGee,,,11,0.375,0.313,0.331,0.2,0.711,0.263,0.198,0.125
91,0021400804,1610612754,IND,Indiana,201588,George Hill,G,,22,0.45,0.225,0.156,0.261,0.434,0.5,0.151,0.28
92,0021400804,1610612755,PHI,Philadelphia,201601,Luc Mbah a Moute,F,,31,0.464,0.382,0.127,0.273,0.444,0.259,0.131,0.241
93,0021400804,1610612754,IND,Indiana,202388,Donald Sloan,,,3,0.333,0.333,0.145,0.25,0.55,0.2,0.0,0.667
94,0021400804,1610612754,IND,Indiana,202730,Lavoy Allen,,,6,0.3,0.2,0.168,0.167,0.533,0.133,0.084,0.556
95,0021400804,1610612755,PHI,Philadelphia,203128,Furkan Aldemir,,,3,0.55,0.2,0.0,0.667,0.333,0.333,0.145,0.25
96,0021400804,1610612755,PHI,Philadelphia,203138,Hollis Thompson,,,20,0.408,0.421,0.171,0.44,0.578,0.375,0.153,0.25
97,0021400804,1610612755,PHI,Philadelphia,203156,Henry Sims,,,12,0.368,0.316,0.337,0.182,0.783,0.261,0.196,0.125
98,0021400804,1610612755,PHI,Philadelphia,203457,Nerlens Noel,C,,33,0.457,0.379,0.146,0.265,0.491,0.259,0.135,0.241
99,0021400804,1610612755,PHI,Philadelphia,203496,Robert Covington,F,,28,0.48,0.388,0.139,0.286,0.45,0.24,0.127,0.269
100,0021400804,1610612754,IND,Indiana,203524,Solomon Hill,F,,21,0.397,0.179,0.119,0.208,0.474,0.368,0.097,0.292
101,0021400804,1610612755,PHI,Philadelphia,203924,Jerami Grant,,,27,0.451,0.314,0.197,0.281,0.622,0.245,0.196,0.227
102,0021400804,1610612755,PHI,Philadelphia,203960,JaKarr Sampson,,,20,0.397,0.412,0.232,0.318,0.652,0.212,0.232,0.2
103,0021400804,1610612754,IND,Indiana,204014,Damjan Rudez,,,23,0.564,0.359,0.142,0.167,0.468,0.277,0.158,0.385
104,0021400804,1610612755,PHI,Philadelphia,204025,Tim Frazier,G,,32,0.508,0.27,0.122,0.371,0.43,0.298,0.109,0.226
105,0021400804,1610612755,PHI,Philadelphia,2202,Jason Richardson,G,,18,0.444,0.259,0.236,0.071,0.485,0.235,0.101,0.118
106,0021400804,1610612754,IND,Indiana,2449,Luis Scola,,,23,0.564,0.359,0.142,0.167,0.468,0.277,0.158,0.385
107,0021400804,1610612754,IND,Indiana,2561,David West,F,,24,0.5,0.182,0.162,0.261,0.432,0.432,0.204,0.208
108,0021400805,1610612761,TOR,Toronto,101150,Lou Williams,,,24,0.62,0.087,0.126,0.273,0.261,0.364,0.207,0.31
109,0021400805,1610612761,TOR,Toronto,101161,Amir Johnson,F,,25,0.537,0.111,0.144,0.346,0.365,0.167,0.226,0.226
110,0021400805,1610612761,TOR,Toronto,101236,Charles Hayes,,,5,0.944,0.0,0.1,0.0,0.2,0.7,0.166,0.429
111,0021400805,1610612761,TOR,Toronto,200768,Kyle Lowry,G,,25,0.538,0.113,0.11,0.292,0.4,0.311,0.275,0.36
112,0021400805,1610612737,ATL,Atlanta,200794,Paul Millsap,F,,28,0.382,0.2,0.273,0.353,0.534,0.102,0.157,0.286
113,0021400805,1610612737,ATL,Atlanta,201143,Al Horford,C,,27,0.34,0.18,0.224,0.273,0.491,0.143,0.154,0.345
114,0021400805,1610612761,TOR,Toronto,201880,Greg Stiemsma,,,2,0.3,0.0,0.0,0.25,0.833,0.0,0.0,1.0
115,0021400805,1610612761,TOR,Toronto,201942,DeMar DeRozan,G,,27,0.509,0.071,0.178,0.25,0.353,0.314,0.246,0.29
116,0021400805,1610612761,TOR,Toronto,201946,Tyler Hansbrough,,,12,0.37,0.087,0.137,0.313,0.476,0.19,0.176,0.364
117,0021400805,1610612761,TOR,Toronto,201949,James Johnson,F,,18,0.5,0.1,0.164,0.316,0.365,0.162,0.246,0.25
118,0021400805,1610612737,ATL,Atlanta,201952,Jeff Teague,G,,26,0.353,0.314,0.238,0.313,0.519,0.115,0.136,0.167
119,0021400805,1610612737,ATL,Atlanta,201960,DeMarre Carroll,F,,27,0.4,0.24,0.228,0.267,0.5,0.086,0.177,0.31
120,0021400805,1610612761,TOR,Toronto,202335,Patrick Patterson,,,22,0.558,0.093,0.15,0.238,0.306,0.417,0.288,0.364
121,0021400805,1610612761,TOR,Toronto,202349,Greivis Vasquez,,,24,0.467,0.044,0.192,0.286,0.398,0.159,0.152,0.286
122,0021400805,1610612761,TOR,Toronto,202361,Landry Fields,,,4,0.25,0.0,0.0,0.375,0.813,0.0,0.143,0.667
123,0021400805,1610612761,TOR,Toronto,202685,Jonas Valanciunas,C,,24,0.481,0.077,0.138,0.37,0.394,0.106,0.249,0.357
124,0021400805,1610612737,ATL,Atlanta,202714,Shelvin Mack,,,12,0.42,0.2,0.159,0.375,0.538,0.0,0.087,0.333
125,0021400805,1610612761,TOR,Toronto,203082,Terrence Ross,,,22,0.5,0.091,0.117,0.32,0.372,0.163,0.155,0.276
126,0021400805,1610612737,ATL,Atlanta,203098,John Jenkins,,,8,0.5,0.0,0.067,0.3,0.417,0.0,0.071,0.417
127,0021400805,1610612737,ATL,Atlanta,203118,Mike Scott,,,22,0.359,0.333,0.179,0.32,0.547,0.047,0.073,0.261
128,0021400805,1610612737,ATL,Atlanta,203145,Kent Bazemore,,,19,0.344,0.5,0.232,0.353,0.556,0.139,0.124,0.158
129,0021400805,1610612737,ATL,Atlanta,203471,Dennis Schroder,,,21,0.405,0.135,0.199,0.318,0.511,0.045,0.15,0.423
130,0021400805,1610612737,ATL,Atlanta,203488,Mike Muscala,,,8,0.5,0.0,0.067,0.3,0.417,0.0,0.071,0.417
131,0021400805,1610612737,ATL,Atlanta,203544,Pero Antic,,,9,0.367,0.6,0.261,0.333,0.563,0.0,0.25,0.125
132,0021400805,1610612737,ATL,Atlanta,2594,Kyle Korver,G,,27,0.308,0.173,0.274,0.314,0.528,0.111,0.156,0.32
133,0021400806,1610612765,DET,Detroit,101249,John Lucas III,,,17,0.314,0.143,0.166,0.35,0.448,0.31,0.188,0.412
134,0021400806,1610612741,CHI,Chicago,201149,Joakim Noah,C,,32,0.435,0.241,0.247,0.355,0.526,0.466,0.103,0.29
