,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
42,0021400801,1610612760,OKC,Oklahoma City,2555,Nick Collison,C,,25,0,0,0,2,15,7,12,20,0,0,2,1
43,0021400801,1610612742,DAL,Dallas,2734,Devin Harris,,,17,9,0,2,8,13,6,6,18,0,0,3,3
44,0021400802,1610612746,LAC,Los Angeles,101108,Chris Paul,G,,40,2,0,0,8,12,9,7,42,0,0,5,2
45,0021400802,1610612759,SAS,San Antonio,1495,Tim Duncan,F,,33,5,2,2,14,14,0,15,30,1,0,3,4
46,0021400802,1610612759,SAS,San Antonio,1938,Manu Ginobili,,,23,0,6,0,0,11,7,10,32,0,0,4,1
47,0021400802,1610612746,LAC,Los Angeles,200755,JJ Redick,G,,39,4,0,7,8,14,7,7,38,0,1,0,1
48,0021400802,1610612746,LAC,Los Angeles,201150,Spencer Hawes,F,,33,0,0,0,6,9,10,2,28,1,1,5,1
49,0021400802,1610612759,SAS,San Antonio,201158,Marco Belinelli,,,24,0,2,0,0,12,9,3,28,0,0,3,0
50,0021400802,1610612759,SAS,San Antonio,201168,Tiago Splitter,,,15,3,2,3,6,8,7,5,22,0,1,3,6
51,0021400802,1610612746,LAC,Los Angeles,201175,Glen Davis,,,16,2,0,1,8,5,2,5,10,1,0,4,3
52,0021400802,1610612746,LAC,Los Angeles,201599,DeAndre Jordan,C,,38,7,4,2,16,12,12,5,40,1,0,4,17
53,0021400802,1610612759,SAS,San Antonio,201980,Danny Green,G,,26,0,0,2,6,12,0,16,22,0,0,4,0
54,0021400802,1610612759,SAS,San Antonio,201988,Patty Mills,,,12,0,0,0,2,8,9,3,22,0,1,1,1
55,0021400802,1610612759,SAS,San Antonio,202695,Kawhi Leonard,F,,26,2,0,0,0,8,2,9,32,0,1,2,5
56,0021400802,1610612759,SAS,San Antonio,203382,Aron Baynes,C,,25,2,0,0,12,7,2,12,28,1,1,5,2
57,0021400802,1610612746,LAC,Los Angeles,2037,Jamal Crawford,,,30,5,3,5,2,7,10,5,32,1,0,0,4
58,0021400802,1610612746,LAC,Los Angeles,2045,Hedo Turkoglu,,,6,0,0,0,0,2,0,0,2,0,0,0,1
59,0021400802,1610612759,SAS,San Antonio,2225,Tony Parker,G,,34,2,0,0,6,12,0,16,34,0,0,4,3
60,0021400802,1610612746,LAC,Los Angeles,2440,Matt Barnes,F,,33,0,2,4,8,9,10,4,38,0,0,4,3
61,0021400802,1610612759,SAS,San Antonio,2564,Boris Diaw,,,16,0,0,0,0,8,9,6,30,0,0,3,0
62,0021400802,1610612759,SAS,San Antonio,2588,Matt Bonner,,,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0021400803,1610612753,ORL,Orlando,101112,Channing Frye,F,,17,0,0,0,2,5,4,4,12,0,0,4,1
64,0021400803,1610612740,NOP,New Orleans,201569,Eric Gordon,G,,37,3,0,0,2,16,4,13,50,0,0,3,0
65,0021400803,1610612740,NOP,New Orleans,201582,Alexis Ajinca,,,9,0,0,0,0,2,2,2,12,1,0,0,0
66,0021400803,1610612740,NOP,New Orleans,201583,Ryan Anderson,,,26,3,2,0,4,9,6,5,30,1,0,0,3
67,0021400803,1610612740,NOP,New Orleans,201600,Omer Asik,C,,20,0,2,0,6,9,2,10,32,1,1,1,1
68,0021400803,1610612740,NOP,New Orleans,201936,Tyreke Evans,G,,35,0,0,2,8,14,6,12,50,0,1,3,5
69,0021400803,1610612740,NOP,New Orleans,201967,Dante Cunningham,F,,17,0,0,0,6,7,2,6,24,1,0,0,0
70,0021400803,1610612740,NOP,New Orleans,202337,Luke Babbitt,,,9,0,2,0,2,2,2,2,12,0,0,0,0
71,0021400803,1610612740,NOP,New Orleans,202347,Quincy Pondexter,,,29,2,0,4,4,11,6,9,38,0,0,2,5
72,0021400803,1610612740,NOP,New Orleans,202690,Jimmer Fredette,,,15,0,0,0,0,4,4,3,18,0,0,1,1
73,0021400803,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,36,0,4,0,12,8,6,6,34,1,2,4,0
74,0021400803,1610612740,NOP,New Orleans,203076,Anthony Davis,F,,38,2,0,2,4,16,6,13,52,2,1,1,6
75,0021400803,1610612753,ORL,Orlando,203094,Andrew Nicholson,,,21,0,0,0,2,4,2,4,8,0,1,1,3
76,0021400803,1610612753,ORL,Orlando,203095,Evan Fournier,F,,38,6,0,4,8,7,6,8,26,0,0,1,0
77,0021400803,1610612753,ORL,Orlando,203124,Kyle O'Quinn,,,0,0,0,0,0,1,0,0,2,0,0,0,0
78,0021400803,1610612753,ORL,Orlando,203473,Dewayne Dedmon,,,19,2,2,0,6,2,0,2,16,0,0,2,0
79,0021400803,1610612740,NOP,New Orleans,203481,Jeff Withey,,,1,0,0,0,0,0,0,0,2,0,0,0,0
80,0021400803,1610612753,ORL,Orlando,203506,Victor Oladipo,G,,31,6,0,4,18,8,4,6,30,1,1,3,4
81,0021400803,1610612753,ORL,Orlando,203901,Elfrid Payton,G,,32,2,0,5,8,5,6,6,30,0,2,3,3
82,0021400803,1610612753,ORL,Orlando,203932,Aaron Gordon,,,6,0,2,0,2,0,0,0,2,1,0,1,0
83,0021400803,1610612753,ORL,Orlando,2557,Luke Ridnour,,,10,0,0,2,2,5,0,2,4,0,0,0,0
84,0021400803,1610612753,ORL,Orlando,2584,Willie Green,,,24,2,0,0,4,5,2,2,16,0,0,2,0
85,0021400804,1610612754,IND,Indiana,101133,Ian Mahinmi,,,20,0,0,0,0,13,7,9,20,0,0,4,4
86,0021400804,1610612754,IND,Indiana,101139,CJ Miles,G,,24,8,0,2,2,12,10,8,16,0,1,2,1
87,0021400804,1610612754,IND,Indiana,201155,Rodney Stuckey,,,26,11,2,9,10,16,15,9,22,0,1,3,5
88,0021400804,1610612754,IND,Indiana,201228,CJ Watson,,,21,0,2,0,2,11,8,9,16,0,1,3,0
89,0021400804,1610612754,IND,Indiana,201579,Roy Hibbert,C,,21,2,4,2,8,7,12,5,14,1,4,3,1
90,0021400804,1610612755,PHI,Philadelphia,201580,JaVale McGee,,,11,0,0,0,2,12,2,10,12,0,0,2,1
91,0021400804,1610612754,IND,Indiana,201588,George Hill,G,,22,0,0,0,2,9,14,5,18,0,1,1,3
92,0021400804,1610612755,PHI,Philadelphia,201601,Luc Mbah a Moute,F,,31,0,4,3,4,11,8,2,14,0,0,0,2
93,0021400804,1610612754,IND,Indiana,202388,Donald Sloan,,,3,0,0,0,0,2,4,4,8,0,0,0,0
94,0021400804,1610612754,IND,Indiana,202730,Lavoy Allen,,,6,0,2,0,0,2,7,4,8,0,0,0,0
95,0021400804,1610612755,PHI,Philadelphia,203128,Furkan Aldemir,,,3,0,2,0,2,0,2,0,4,0,0,1,0
96,0021400804,1610612755,PHI,Philadelphia,203138,Hollis Thompson,,,20,0,0,0,2,14,2,6,12,0,0,0,0
97,0021400804,1610612755,PHI,Philadelphia,203156,Henry Sims,,,12,0,2,0,0,17,2,17,18,1,0,1,1
98,0021400804,1610612755,PHI,Philadelphia,203457,Nerlens Noel,C,,33,5,7,0,10,16,8,9,20,9,0,3,4
99,0021400804,1610612755,PHI,Philadelphia,203496,Robert Covington,F,,28,2,0,2,4,11,8,2,14,0,0,4,2
100,0021400804,1610612754,IND,Indiana,203524,Solomon Hill,F,,21,0,0,0,2,6,11,9,20,0,0,1,0
101,0021400804,1610612755,PHI,Philadelphia,203924,Jerami Grant,,,27,8,2,8,8,19,10,19,28,0,1,1,7
102,0021400804,1610612755,PHI,Philadelphia,203960,JaKarr Sampson,,,20,7,0,5,6,14,4,14,20,0,0,4,3
103,0021400804,1610612754,IND,Indiana,204014,Damjan Rudez,,,23,0,0,2,2,10,16,10,26,0,0,1,0
104,0021400804,1610612755,PHI,Philadelphia,204025,Tim Frazier,G,,32,0,6,0,4,14,10,5,20,0,0,4,3
105,0021400804,1610612755,PHI,Philadelphia,2202,Jason Richardson,G,,18,0,3,0,0,12,4,11,18,1,0,0,0
106,0021400804,1610612754,IND,Indiana,2449,Luis Scola,,,23,7,2,4,6,10,16,10,26,0,1,4,4
107,0021400804,1610612754,IND,Indiana,2561,David West,F,,24,0,0,0,2,12,10,8,16,0,2,1,2
108,0021400805,1610612761,TOR,Toronto,101150,Lou Williams,,,24,6,1,8,2,6,8,9,14,1,1,1,1
109,0021400805,1610612761,TOR,Toronto,101161,Amir Johnson,F,,25,2,5,2,8,7,7,10,14,1,1,0,2
110,0021400805,1610612761,TOR,Toronto,101236,Charles Hayes,,,5,0,0,0,2,2,3,3,4,0,0,2,0
111,0021400805,1610612761,TOR,Toronto,200768,Kyle Lowry,G,,25,3,0,0,2,3,7,8,16,0,0,4,2
112,0021400805,1610612737,ATL,Atlanta,200794,Paul Millsap,F,,28,2,2,5,6,26,13,9,30,1,4,2,4
113,0021400805,1610612737,ATL,Atlanta,201143,Al Horford,C,,27,2,0,2,2,21,14,5,28,0,1,0,2
114,0021400805,1610612761,TOR,Toronto,201880,Greg Stiemsma,,,2,0,0,0,0,0,3,5,0,0,0,0,0
115,0021400805,1610612761,TOR,Toronto,201942,DeMar DeRozan,G,,27,6,2,4,10,9,7,12,18,0,2,2,1
116,0021400805,1610612761,TOR,Toronto,201946,Tyler Hansbrough,,,12,0,1,0,2,2,5,9,4,0,0,2,2
117,0021400805,1610612761,TOR,Toronto,201949,James Johnson,F,,18,4,2,0,6,5,5,8,12,2,1,2,1
118,0021400805,1610612737,ATL,Atlanta,201952,Jeff Teague,G,,26,2,1,2,6,18,9,13,30,2,1,1,4
119,0021400805,1610612737,ATL,Atlanta,201960,DeMarre Carroll,F,,27,0,0,0,4,21,13,9,28,3,1,1,0
120,0021400805,1610612761,TOR,Toronto,202335,Patrick Patterson,,,22,4,2,2,4,4,6,9,14,2,1,1,0
121,0021400805,1610612761,TOR,Toronto,202349,Greivis Vasquez,,,24,3,0,0,4,8,9,14,12,1,0,1,0
122,0021400805,1610612761,TOR,Toronto,202361,Landry Fields,,,4,0,0,0,0,0,3,5,0,0,0,0,0
123,0021400805,1610612761,TOR,Toronto,202685,Jonas Valanciunas,C,,24,2,6,0,8,5,8,6,12,2,1,3,1
124,0021400805,1610612737,ATL,Atlanta,202714,Shelvin Mack,,,12,0,2,5,0,3,5,3,10,0,0,0,0
125,0021400805,1610612761,TOR,Toronto,203082,Terrence Ross,,,22,0,0,0,0,4,9,12,10,0,1,2,0
126,0021400805,1610612737,ATL,Atlanta,203098,John Jenkins,,,8,0,0,0,0,0,5,3,6,0,0,0,0
127,0021400805,1610612737,ATL,Atlanta,203118,Mike Scott,,,22,2,2,0,2,7,6,7,20,0,0,0,0
128,0021400805,1610612737,ATL,Atlanta,203145,Kent Bazemore,,,19,0,0,5,2,11,4,10,20,1,0,1,3
129,0021400805,1610612737,ATL,Atlanta,203471,Dennis Schroder,,,21,0,3,0,2,12,10,3,18,0,1,1,0
130,0021400805,1610612737,ATL,Atlanta,203488,Mike Muscala,,,8,0,0,0,0,0,5,3,6,0,0,0,1
131,0021400805,1610612737,ATL,Atlanta,203544,Pero Antic,,,9,2,1,2,2,6,0,8,12,0,1,2,3
132,0021400805,1610612737,ATL,Atlanta,2594,Kyle Korver,G,,27,1,5,1,0,25,11,7,32,1,0,2,3
133,0021400806,1610612765,DET,Detroit,101249,John Lucas III,,,17,2,3,2,4,7,6,4,18,0,0,1,0
134,0021400806,1610612741,CHI,Chicago,201149,Joakim Noah,C,,32,1,6,0,6,24,11,16,40,1,0,6,3
135,0021400806,1610612741,CHI,Chicago,201166,Aaron Brooks,,,15,2,0,2,4,4,5,5,12,0,0,0,2
136,0021400806,1610612765,DET,Detroit,201229,Anthony Tolliver,,,20,0,0,0,0,11,6,6,22,0,0,3,1
137,0021400806,1610612741,CHI,Chicago,201565,Derrick Rose,G,,31,0,0,4,2,22,7,17,38,1,0,2,3
138,0021400806,1610612765,DET,Detroit,201858,Cartier Martin,,,15,0,0,0,0,7,6,2,16,0,0,2,0
139,0021400806,1610612741,CHI,Chicago,201959,Taj Gibson,,,30,2,4,2,12,10,8,13,28,1,1,3,3
140,0021400806,1610612765,DET,Detroit,201975,Jodie Meeks,,,18,2,0,5,4,7,8,2,20,0,1,1,3
141,0021400806,1610612765,DET,Detroit,202328,Greg Monroe,F,,36,6,1,4,16,6,10,11,36,1,2,4,4
142,0021400806,1610612741,CHI,Chicago,202703,Nikola Mirotic,,,9,0,0,0,0,2,3,2,8,0,0,1,0
143,0021400806,1610612741,CHI,Chicago,202710,Jimmy Butler,G,,38,0,2,5,10,24,7,19,44,0,0,1,5
144,0021400806,1610612765,DET,Detroit,203083,Andre Drummond,C,,38,7,6,1,14,5,8,13,34,0,2,5,8
145,0021400806,1610612765,DET,Detroit,203484,Kentavious Caldwell-Pope,G,,29,2,0,5,6,4,4,13,26,0,1,1,2
146,0021400806,1610612741,CHI,Chicago,203503,Tony Snell,,,15,0,0,0,2,3,5,10,14,1,0,2,0
147,0021400806,1610612765,DET,Detroit,203915,Spencer Dinwiddie,G,,30,2,0,0,6,4,6,11,28,0,1,3,1
148,0021400806,1610612741,CHI,Chicago,2200,Pau Gasol,F,,30,4,0,2,8,18,5,15,34,3,0,3,4
149,0021400806,1610612741,CHI,Chicago,2399,Mike Dunleavy,F,,18,0,0,0,0,15,4,8,26,0,0,1,1
150,0021400806,1610612765,DET,Detroit,2406,Caron Butler,F,,32,5,2,5,2,4,6,13,30,0,0,3,4
151,0021400806,1610612741,CHI,Chicago,2550,Kirk Hinrich,,,17,2,0,0,2,8,5,5,16,0,0,4,2
152,0021400807,1610612752,NYK,New York,101181,Jose Calderon,G,,29,4,0,0,8,11,12,8,28,0,0,2,1
153,0021400807,1610612752,NYK,New York,200745,Andrea Bargnani,,,23,2,0,2,4,10,8,4,24,0,0,4,7
154,0021400807,1610612752,NYK,New York,200811,Lou Amundson,F,,11,0,0,2,8,2,6,2,10,0,1,4,1
155,0021400807,1610612752,NYK,New York,201160,Jason Smith,C,,22,2,0,0,2,15,12,4,24,0,0,2,2
156,0021400807,1610612748,MIA,Miami,201596,Mario Chalmers,G,,36,0,0,2,4,18,5,8,30,0,1,1,5
157,0021400807,1610612752,NYK,New York,202332,Cole Aldrich,,,13,2,0,0,4,8,5,6,12,1,1,1,0
158,0021400807,1610612748,MIA,Miami,202355,Hassan Whiteside,C,,20,2,2,0,8,8,3,4,24,2,1,4,4
159,0021400807,1610612752,NYK,New York,202498,Lance Thomas,,,19,0,0,0,2,11,12,4,22,0,2,1,3
160,0021400807,1610612752,NYK,New York,203112,Quincy Acy,,,14,2,0,2,4,11,9,6,10,1,0,3,0
161,0021400807,1610612752,NYK,New York,203501,Tim Hardaway Jr.,,,29,5,0,4,4,19,15,8,30,0,0,2,2
162,0021400807,1610612748,MIA,Miami,203516,James Ennis,,,20,4,2,2,4,16,4,6,18,1,1,4,0
163,0021400807,1610612748,MIA,Miami,203894,Shabazz Napier,,,33,3,0,4,2,26,4,12,28,0,1,0,2
164,0021400807,1610612752,NYK,New York,203921,Cleanthony Early,F,,23,0,0,0,2,6,4,4,18,0,0,3,0
165,0021400807,1610612748,MIA,Miami,204020,Tyler Johnson,,,23,2,3,2,2,15,2,6,20,0,0,0,1
166,0021400807,1610612752,NYK,New York,204037,Travis Wear,,,16,4,2,0,4,6,7,6,12,3,0,1,0
167,0021400807,1610612752,NYK,New York,204038,Langston Galloway,G,,36,7,5,2,2,16,15,8,30,1,0,3,2
168,0021400807,1610612748,MIA,Miami,2365,Chris Andersen,,,21,2,8,2,10,15,2,8,10,0,1,4,2
169,0021400807,1610612748,MIA,Miami,2548,Dwyane Wade,G,,21,4,2,0,6,10,3,4,28,0,1,2,3
170,0021400807,1610612748,MIA,Miami,2617,Udonis Haslem,F,,27,0,2,0,4,14,5,6,32,1,0,2,4
171,0021400807,1610612748,MIA,Miami,2736,Luol Deng,F,,34,6,2,0,4,18,7,6,30,0,0,1,5
172,0021400808,1610612756,PHX,Phoenix,101123,Gerald Green,G,,30,7,2,5,2,9,15,15,28,0,0,5,0
173,0021400808,1610612756,PHX,Phoenix,200782,PJ Tucker,F,,27,0,2,1,4,11,16,11,24,1,0,4,4
174,0021400808,1610612756,PHX,Phoenix,201148,Brandan Wright,,,14,2,2,0,4,7,4,9,10,0,0,3,0
175,0021400808,1610612750,MIN,Minnesota,201593,Nikola Pekovic,C,,35,1,6,0,10,15,18,8,32,2,5,5,4
176,0021400808,1610612750,MIN,Minnesota,201937,Ricky Rubio,G,,37,0,3,0,0,15,16,9,32,0,1,5,5
177,0021400808,1610612756,PHX,Phoenix,202339,Eric Bledsoe,G,,36,2,0,4,8,13,17,16,34,0,2,4,9
178,0021400808,1610612750,MIN,Minnesota,202390,Gary Neal,,,10,3,0,3,0,6,7,3,14,0,0,1,0
179,0021400808,1610612756,PHX,Phoenix,202693,Markieff Morris,F,,36,7,5,0,10,11,18,11,30,2,2,2,6
180,0021400808,1610612756,PHX,Phoenix,202694,Marcus Morris,,,24,0,5,0,6,9,12,11,28,0,1,3,2
181,0021400808,1610612756,PHX,Phoenix,203458,Alex Len,C,,35,0,9,0,8,9,16,11,28,6,1,2,3
182,0021400808,1610612750,MIN,Minnesota,203461,Anthony Bennett,F,,8,0,0,0,0,2,4,1,6,0,2,1,0
183,0021400808,1610612756,PHX,Phoenix,203462,Archie Goodwin,,,21,2,0,0,4,12,7,9,10,0,1,4,4
184,0021400808,1610612750,MIN,Minnesota,203476,Gorgui Dieng,,,37,1,3,2,4,18,21,10,38,2,1,3,4
185,0021400808,1610612756,PHX,Phoenix,203493,Reggie Bullock,,,1,0,0,0,0,2,3,0,0,0,0,0,0
186,0021400808,1610612750,MIN,Minnesota,203498,Shabazz Muhammad,,,12,5,2,5,6,9,7,3,20,0,0,2,2
187,0021400808,1610612750,MIN,Minnesota,203897,Zach LaVine,,,10,2,2,4,4,5,11,1,16,0,0,4,5
188,0021400808,1610612756,PHX,Phoenix,203933,TJ Warren,,,11,0,2,0,2,7,2,7,8,0,0,1,0
189,0021400808,1610612750,MIN,Minnesota,203940,Adreian Payne,,,13,0,0,0,0,5,9,1,18,2,0,5,1
190,0021400808,1610612750,MIN,Minnesota,203952,Andrew Wiggins,F,,37,2,2,6,10,14,22,7,36,1,0,2,2
191,0021400808,1610612750,MIN,Minnesota,2755,Kevin Martin,G,,35,4,4,0,6,11,20,7,28,0,0,0,5
192,0021400809,1610612764,WAS,Washington,101110,Martell Webster,,,20,0,0,0,0,14,5,4,18,0,0,1,2
193,0021400809,1610612764,WAS,Washington,101162,Marcin Gortat,C,,26,0,4,0,6,21,2,15,40,1,0,2,1
194,0021400809,1610612764,WAS,Washington,1718,Paul Pierce,F,,27,0,0,2,6,19,6,14,32,0,1,1,4
195,0021400809,1610612764,WAS,Washington,201196,Ramon Sessions,,,6,0,0,0,0,5,0,0,0,0,0,0,0
196,0021400809,1610612739,CLE,Cleveland,201567,Kevin Love,F,,30,2,2,0,6,8,10,12,44,0,0,1,3
197,0021400809,1610612764,WAS,Washington,201971,DeJuan Blair,,,14,0,2,0,8,12,3,0,8,0,0,4,0
198,0021400809,1610612764,WAS,Washington,202066,Garrett Temple,,,9,0,0,0,0,9,3,2,8,0,1,1,2
199,0021400809,1610612764,WAS,Washington,202322,John Wall,G,,32,4,2,6,12,19,8,16,42,2,1,2,1
200,0021400809,1610612739,CLE,Cleveland,202389,Timofey Mozgov,C,,28,2,0,0,6,4,4,8,24,2,1,1,2
201,0021400809,1610612739,CLE,Cleveland,202681,Kyrie Irving,G,,30,10,5,10,12,8,6,12,38,0,3,0,5
202,0021400809,1610612739,CLE,Cleveland,202684,Tristan Thompson,,,22,0,4,0,4,4,6,4,24,0,1,1,4
203,0021400809,1610612739,CLE,Cleveland,202697,Iman Shumpert,,,21,0,0,0,0,0,8,2,22,1,0,3,1
204,0021400809,1610612739,CLE,Cleveland,2034,Mike Miller,,,8,0,0,0,0,2,6,2,10,0,0,1,0
205,0021400809,1610612764,WAS,Washington,203490,Otto Porter,G,,29,2,5,2,2,22,6,11,28,2,0,3,4
206,0021400809,1610612739,CLE,Cleveland,203521,Matthew Dellavedova,,,23,0,0,0,0,6,10,4,22,0,1,2,2
207,0021400809,1610612739,CLE,Cleveland,203925,Joe Harris,,,6,2,0,0,0,2,6,2,6,0,0,1,1
208,0021400809,1610612739,CLE,Cleveland,2217,Brendan Haywood,,,5,0,0,0,0,2,6,2,6,0,0,0,1
209,0021400809,1610612764,WAS,Washington,2400,Drew Gooden,,,12,2,0,0,2,9,7,0,14,2,0,2,0
210,0021400809,1610612764,WAS,Washington,2403,Nene,F,,25,0,0,0,12,17,6,14,28,0,1,2,2
211,0021400809,1610612764,WAS,Washington,2446,Rasual Butler,,,18,0,0,0,0,11,5,7,22,0,0,2,0
212,0021400809,1610612739,CLE,Cleveland,2544,LeBron James,F,,25,6,0,6,16,4,4,8,24,0,1,3,2
213,0021400809,1610612739,CLE,Cleveland,2592,James Jones,,,7,3,0,0,0,2,6,2,10,0,0,1,1
214,0021400809,1610612764,WAS,Washington,2743,Kris Humphries,,,17,2,3,4,6,7,4,7,10,0,0,3,1
215,0021400809,1610612739,CLE,Cleveland,2747,J.R. Smith,G,,28,8,0,2,6,8,8,12,40,1,0,3,1
216,0021400810,1610612742,DAL,Dallas,101111,Charlie Villanueva,,,13,3,0,0,0,11,7,14,14,0,0,0,1
217,0021400810,1610612742,DAL,Dallas,101145,Monta Ellis,G,,34,4,0,2,6,17,7,20,32,0,2,5,4
218,0021400810,1610612742,DAL,Dallas,1717,Dirk Nowitzki,F,,26,0,2,0,2,4,3,8,18,0,1,3,3
219,0021400810,1610612745,HOU,Houston,1891,Jason Terry,,,22,5,3,2,2,10,10,9,20,1,0,2,0
220,0021400810,1610612742,DAL,Dallas,200765,Rajon Rondo,G,,20,0,3,0,2,9,12,11,20,0,0,0,3
221,0021400810,1610612742,DAL,Dallas,200826,Jose Juan Barea,,,12,0,0,0,0,3,7,7,12,0,2,1,0
